ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y,death_proportion
167,0,0,0,0,134.11,24.89,253.84,0,529150.2932644661,180963.6212948298,0.0
168,0,0,0,0,135.91,30.87,251.74,0,529153.82242354,180958.43131544068,0.0
169,0,0,0,0,138.75,37.13,250.35,0,529156.9568256956,180952.5713479548,0.0
170,0,0,0,0,141.26,34.98,248.7,0,529160.38730769,180947.2138753624,0.0
171,0,0,0,0,143.92,33.88,247.24,0,529163.7107246967,180942.01867333497,0.0
172,0,0,0,0,147.72,34.71,246.59,0,529166.6435747402,180935.98859917204,0.0
173,0,0,0,0,152.17,36.74,245.17,0,529171.153182466,180928.67868505453,0.0
174,0,0,0,0,198.5,22.34,277.57,0,529157.5682589023,180883.95124763023,0.0
175,0,0,0,0,203.57,17.07,278.17,0,529161.1435687119,180876.94755967165,0.0
176,0,0,0,0,157.57,45.24,243.79,0,529176.4081209052,180920.39778134716,0.0
177,0,0,0,0,162.42,38.72,243.76,0,529179.662215977,180913.88091026476,0.0
178,0,0,0,0,165.83,31.79,243.01,0,529183.0801727292,180909.0181015636,0.0
179,0,0,0,0,169.39,27.09,243.43,0,529185.0452111776,180904.61333209608,0.0
180,0,0,0,0,177.19,16.84,243.38,0,529191.0622847577,180894.70191885007,0.0
181,0,0,0,0,216.91,9.93,278.49,0,529173.4528252124,180858.45159338033,0.0
182,0,0,0,0,223.9,18.15,286.82,0,529166.9982072805,180853.17287185477,0.0
183,0,0,0,0,219.65,13.18,281.81,0,529170.8281501377,180856.40501103023,0.0
184,0,0,0,0,135.91,9.31,245.0,0,529198.5174513877,180880.8673202688,0.0
185,0,0,0,0,171.18,13.9,279.54,0,529176.4802303324,180852.75390555852,0.0
186,0,0,0,0,173.58,19.93,281.23,0,529179.4215218889,180846.39407245565,0.0
187,0,0,0,0,175.04,25.89,281.87,0,529183.3748917896,180840.71992367395,0.0
188,0,0,0,0,178.03,33.24,283.89,0,529186.7403058892,180833.87590597203,0.0
189,0,0,0,0,180.46,28.2,285.29,0,529190.6033827689,180827.70449848773,0.0
190,0,0,0,0,182.75,29.58,286.51,0,529194.4538947314,180822.0277428308,0.0
191,0,0,0,0,136.89,13.46,245.19,0,529202.78785077,180874.87126658525,0.0
192,0,0,0,0,137.81,17.24,245.51,0,529205.4605230934,180870.97946217388,0.0
193,0,0,0,0,138.78,21.87,245.78,0,529208.4460401642,180866.93062289033,0.0
194,0,0,0,0,140.66,15.81,246.58,0,529212.2965458467,180861.2538806052,0.0
195,0,0,0,0,142.88,11.2,247.86,0,529214.9943842145,180856.3727830554,0.0
196,0,0,0,0,145.45,7.93,249.26,0,529218.3262958516,180850.84784959996,0.0
197,0,0,0,0,148.47,9.8,250.84,0,529222.2922840003,180844.67908145147,0.0
198,0,0,0,0,186.57,34.12,288.69,0,529199.9147387865,180813.75209292432,0.0
199,0,0,0,0,189.19,37.52,290.56,0,529201.7727476656,180809.50959729508,0.0
200,0,0,0,0,155.83,20.62,255.4,0,529228.6726476097,180832.6320800013,0.0
201,0,0,0,0,158.44,26.75,256.55,0,529232.6051209664,180827.78238354647,0.0
202,0,0,0,0,162.15,34.37,258.39,0,529237.2913304713,180821.63193927472,0.0
203,0,0,0,0,194.25,45.84,293.43,0,529208.6088378868,180799.78401040265,0.0
204,0,0,0,0,197.14,50.55,295.23,0,529211.7182391058,180794.9133733821,0.0
205,0,0,0,0,200.99,38.78,297.9,0,529214.6428365074,180789.21309190005,0.0
206,0,0,0,0,202.22,33.68,297.91,0,529219.0520217129,180785.8604102694,0.0
207,0,0,0,0,207.82,26.1,302.17,0,529221.7057069269,180778.6683385524,0.0
208,0,0,0,0,209.56,21.67,302.88,0,529225.0818648937,180775.45438674727,0.0
209,0,0,0,0,215.27,12.6,306.74,0,529229.8100327585,180767.65510563017,0.0
210,0,0,0,0,165.29,45.57,260.37,0,529239.7708654897,180817.24027107217,0.0
211,0,0,0,0,167.33,41.0,261.08,0,529243.3611653238,180813.70179793067,0.0
212,0,0,0,0,171.79,34.97,264.21,0,529245.7671755921,180808.15333542,0.0
213,0,0,0,0,174.61,30.41,265.8,0,529248.6456819327,180804.2667856789,0.0
214,0,0,0,0,178.84,24.7,268.67,0,529251.3519687809,180799.0559408436,0.0
215,0,0,0,0,181.85,20.17,270.28,0,529254.7490997544,180795.01759371004,0.0
216,0,0,0,0,185.02,15.98,271.9,0,529258.5619675509,180790.82483213424,0.0
217,0,0,0,0,189.36,11.51,274.47,0,529262.712849735,180785.48574256513,0.0
218,0,0,0,0,192.65,7.3,276.54,0,529265.4884963444,180781.596585416,0.0
219,0,0,0,0,227.33,6.27,314.04,0,529243.3082877101,180751.00440802792,0.0
220,0,0,0,0,223.26,7.81,314.31,0,529227.9493709708,180759.85328643152,0.0
221,0,0,0,0,232.61,11.44,318.18,0,529245.7269015748,180744.96129662203,0.0
222,0,0,0,0,236.94,18.0,321.07,0,529249.6720328652,180739.6169637504,0.0
223,0,0,0,0,241.37,24.02,324.26,0,529252.8927792184,180734.41920160013,0.0
224,0,0,0,0,246.52,30.61,328.12,0,529256.1303045992,180728.56190959827,0.0
225,0,0,0,0,257.56,31.19,336.41,0,529263.3423526025,180716.20611631367,0.0
226,0,0,0,0,262.4,24.87,340.01,0,529266.7730923535,180710.8487130401,0.0
227,0,0,0,0,266.62,18.88,342.97,0,529270.495723454,180706.15869418372,0.0
228,0,0,0,0,204.72,6.96,284.87,0,529273.6558226749,180768.1101764643,0.0
229,0,0,0,0,207.82,11.71,286.6,0,529277.14329437,180764.56910963816,0.0
230,0,0,0,0,213.17,17.69,290.52,0,529280.2737522459,180758.87409864573,0.0
231,0,0,0,0,217.66,23.96,293.4,0,529284.3092140781,180754.027058046,0.0
232,0,0,0,0,223.19,31.32,297.1,0,529288.8842760811,180748.203808752,0.0
233,0,0,0,0,229.84,42.42,301.97,0,529293.1758580328,180741.38341395705,0.0
234,0,0,0,0,237.03,32.12,307.13,0,529298.4060060759,180734.0919301054,0.0
235,0,0,0,0,243.53,24.95,311.9,0,529302.8949940895,180727.60654389803,0.0
236,0,0,0,0,249.77,18.62,316.77,0,529306.4496297033,180721.42736954425,0.0
237,0,0,0,0,255.07,13.94,320.9,0,529309.5675597617,180716.227024826,0.0
238,0,0,0,0,260.42,13.07,324.78,0,529313.817244004,180711.05547628863,0.0
239,0,0,0,0,265.64,7.9,328.83,0,529317.136764892,180706.02525436296,0.0
240,0,0,0,0,279.03,7.62,338.87,0,529327.2382071125,180693.4130809756,0.0
241,0,0,0,0,279.83,13.11,337.92,0,529333.0082452139,180693.22992326037,0.0
242,0,0,0,0,279.4,21.86,334.96,0,529341.2056025619,180694.7584381819,0.0
243,0,0,0,0,261.13,15.2,321.98,0,529325.0360339397,180711.17593262557,0.0
244,0,0,0,0,261.49,16.44,318.77,0,529336.1309594167,180712.11821025785,0.0
245,0,0,0,0,254.72,14.3,310.92,0,529339.5473571736,180719.46469493204,0.0
246,0,0,0,0,282.88,21.19,329.23,0,529369.8731718727,180696.9729510448,0.0
247,0,0,0,0,285.25,21.18,328.96,0,529377.910909548,180696.68257576143,0.0
248,0,0,0,0,276.43,5.9,307.82,0,529380.5673470516,180717.70389490735,0.0
249,0,0,0,0,251.9,10.57,300.66,0,529360.6769017561,180726.60202434103,0.0
250,0,0,0,0,250.22,19.21,307.6,0,529336.1501100822,180723.5029867988,0.0
251,0,0,0,0,245.01,25.33,303.89,0,529331.9129988193,180728.17986814168,0.0
252,0,0,0,0,239.29,37.79,299.34,0,529328.7908563055,180733.54508241348,0.0
253,0,0,0,0,234.89,41.17,296.23,0,529325.290741051,180737.5807633469,0.0
254,0,0,0,0,228.68,45.54,291.56,0,529321.3329404817,180743.4196875853,0.0
255,0,0,0,0,224.48,45.89,288.97,0,529317.1168346374,180747.27216622565,0.0
256,0,0,0,0,220.56,48.88,286.27,0,529314.036669367,180750.9885598615,0.0
257,0,0,0,0,215.35,41.45,282.45,0,529310.7171779851,180756.01878361547,0.0
258,0,0,0,0,212.67,37.95,280.82,0,529308.0779275652,180758.59147067703,0.0
259,0,0,0,0,207.72,31.57,277.8,0,529303.3222497515,180763.42017030047,0.0
260,0,0,0,0,201.8,25.49,272.84,0,529301.6279633407,180769.31669453887,0.0
261,0,0,0,0,246.87,15.41,296.17,0,529358.9090285219,180731.34173131836,0.0
262,0,0,0,0,241.82,20.4,292.6,0,529354.6844907489,180735.5239451709,0.0
263,0,0,0,0,238.06,25.49,289.5,0,529352.7444251382,180738.93935376185,0.0
264,0,0,0,0,236.25,26.86,288.69,0,529350.0358286278,180740.1903375412,0.0
265,0,0,0,0,230.23,32.73,283.72,0,529347.1152479019,180745.7256606077,0.0
266,0,0,0,0,226.28,36.75,281.35,0,529342.9159075269,180748.9185864009,0.0
267,0,0,0,0,217.99,39.02,274.7,0,529338.7061686157,180756.56597309164,0.0
268,0,0,0,0,214.12,29.9,267.47,0,529347.2100577755,180762.22704586363,0.0
269,0,0,0,0,218.49,32.56,270.84,0,529349.7800119269,180758.33269694,0.0
270,0,0,0,0,223.38,36.1,274.72,0,529352.4654442103,180753.9463189459,0.0
271,0,0,0,0,211.98,39.59,271.44,0,529331.7856743874,180761.50454777648,0.0
272,0,0,0,0,203.27,38.37,264.76,0,529327.0489500472,180769.6335023724,0.0
273,0,0,0,0,198.58,36.71,261.94,0,529322.6186994201,180773.81050626576,0.0
274,0,0,0,0,197.62,20.13,270.32,0,529297.7121588481,180773.50680710573,0.0
275,0,0,0,0,179.54,17.87,249.26,0,529308.88090261,180791.77482523443,0.0
276,0,0,0,0,174.05,15.16,245.5,0,529305.4501661808,180797.13220051856,0.0
277,0,0,0,0,168.13,15.12,241.45,0,529301.9039680675,180802.9816094518,0.0
278,0,0,0,0,168.13,15.12,241.45,0,529301.9039680675,180802.9816094518,0.0
279,0,0,0,0,162.49,17.3,238.16,0,529297.2302461468,180808.6373465823,0.0
280,0,0,0,0,156.48,22.38,234.48,0,529292.8526031858,180814.79558863968,0.0
281,0,0,0,0,150.76,28.42,231.13,0,529288.4791648353,180820.78895138463,0.0
282,0,0,0,0,144.39,35.8,227.27,0,529284.0847653727,180827.6067326337,0.0
283,0,0,0,0,139.44,40.75,224.58,0,529280.0325810447,180833.1133048674,0.0
284,0,0,0,0,136.6,36.27,223.7,0,529276.030732887,180836.64128454385,0.0
285,0,0,0,0,131.95,30.94,220.43,0,529274.2545832718,180841.71078579917,0.0
286,0,0,0,0,128.43,26.04,218.81,0,529270.7461938943,180846.0762690121,0.0
287,0,0,0,0,125.07,21.64,217.13,0,529267.7564208589,180850.28995551687,0.0
288,0,0,0,0,199.58,21.1,276.23,0,529285.8068675483,180772.0490253067,0.0
289,0,0,0,0,177.82,11.73,258.63,0,529279.4707299055,180794.4914350081,0.0
290,0,0,0,0,174.34,14.68,256.2,0,529277.5223478916,180798.23663737683,0.0
291,0,0,0,0,170.95,20.15,254.61,0,529273.4050098843,180802.25665127992,0.0
292,0,0,0,0,164.44,35.49,250.29,0,529269.3066882449,180809.57694464887,0.0
293,0,0,0,0,158.15,42.93,246.7,0,529263.7596143325,180817.1903731824,0.0
294,0,0,0,0,152.79,49.23,243.9,0,529258.3322139,180824.14689227048,0.0
295,0,0,0,0,149.74,45.4,242.42,0,529254.9309046089,180828.35011988776,0.0
296,0,0,0,0,146.15,41.85,240.28,0,529252.1343234716,180833.06369743065,0.0
297,0,0,0,0,139.77,35.91,235.57,0,529250.0895328139,180840.60121853783,0.0
298,0,0,0,0,146.33,31.23,243.46,0,529242.4697032969,180836.61268359429,0.0
299,0,0,0,0,143.4,39.78,239.58,0,529247.0701150368,180837.8845988729,0.0
300,0,0,0,0,109.14,6.63,206.31,0,529261.7226555487,180868.9453120503,0.0
301,0,0,0,0,112.9,11.43,210.86,0,529257.5631614194,180866.52966836523,0.0
302,0,0,0,0,117.2,16.96,216.04,0,529252.6876751753,180863.93082969956,0.0
303,0,0,0,0,122.59,22.94,222.0,0,529247.9444188203,180860.18043127249,0.0
304,0,0,0,0,128.23,30.05,228.63,0,529241.5382524175,180857.04770892393,0.0
305,0,0,0,0,133.33,25.66,234.25,0,529236.7824033501,180853.79197014865,0.0
306,0,0,0,0,137.56,19.11,239.61,0,529230.2230289417,180852.63524201344,0.0
307,0,0,0,0,114.96,15.49,205.57,0,529275.7773894996,180858.7434542992,0.0
308,0,0,0,0,106.91,12.09,195.29,0,529284.1531171224,180865.39110487944,0.0
309,0,0,0,0,106.82,9.03,205.56,0,529258.6425998613,180872.66173809403,0.0
310,0,0,0,0,104.52,13.63,205.02,0,529254.9326716241,180876.85711565427,0.0
